Come avviare una frase al futuro|I might… / I may…|Potrei…
Come avviare una frase al futuro|I plan to start a business|Piano di avviare un'attività
Come avviare una frase al futuro|I plan to…|Piano di…
Come avviare una frase al futuro|I promise I'll help you|Prometto che ti aiuterò
Come avviare una frase al futuro|I promise I'll…|Prometto che…
Come avviare una frase al futuro|I swear I won't tell anyone|Giuro che non lo dirò a nessuno
Come avviare una frase al futuro|I will call you later|Ti chiamerò più tardi
Come avviare una frase al futuro|I will try my best|Farò del mio meglio
Come avviare una frase al futuro|I will …|Farò …
Come avviare una frase al futuro|I won't forget|Non dimenticherò
Come avviare una frase al futuro|I'll probably be late|Probabilmente arriverò in ritardo
Come avviare una frase al futuro|I'll probably order pizza|Probabilmente ordinerò una pizza
Come avviare una frase al futuro|I'll probably…|Probabilmente…
Come avviare una frase al futuro|I'm about to eat|Sto per mangiare
Come avviare una frase al futuro|I'm about to leave|Sto per uscire
Come avviare una frase al futuro|I'm about to…|Sto per… (azione immediata)
Come avviare una frase al futuro|I'm going to learn Spanish|Sto per imparare lo spagnolo
Come avviare una frase al futuro|I'm going to travel next month|Ho intenzione di viaggiare il mese prossimo
Come avviare una frase al futuro|I'm going to…|Sto per/ho intenzione di…
Come avviare una frase al futuro|I'm hoping to get promoted|Spero di ottenere una promozione
Come avviare una frase al futuro|I'm looking forward to the weekend|Non vedo l'ora che arrivi il weekend
Come avviare una frase al futuro|I'm looking forward to…|Non vedo l'ora di…
Come avviare una frase al futuro|I'm not going to give up|Non ho intenzione di arrendermi
Come avviare una frase al futuro|I'm planning a trip|Sto pianificando un viaggio
Come avviare una frase al futuro|I'm saving for a rainy day|Sto risparmiando per tempi difficili
Come avviare una frase al futuro|I'm saving up to buy a house|Sto risparmiando per comprare una casa
Come avviare una frase al futuro|I'm saving up to…|Sto risparmiando per…
Come avviare una frase al futuro|I'm so excited for the concert!|Sono entusiasta del concerto!
Come avviare una frase al futuro|I'm thinking about buying a car|Sto valutando di comprare una macchina
Come avviare una frase al futuro|I'm thinking of moving|Sto pensando di trasferirmi
Come avviare una frase al futuro|I'm thinking of…|Sto pensando di…
Come avviare una frase al futuro|In the future, I want to retire early|In futuro, voglio andare in pensione presto
Come avviare una frase al futuro|In the future, I want to…|In futuro, voglio…
Come avviare una frase al futuro|It's going to be fun!|Sarà divertente!
Come avviare una frase al futuro|Let's go to the beach!|Andiamo in spiaggia!
Come avviare una frase al futuro|Let's not argue|Non litighiamo
Come avviare una frase al futuro|Let's…|Facciamo…
Come avviare una frase al futuro|One day, I'd like to write a book|Un giorno, mi piacerebbe scrivere un libro
Come avviare una frase al futuro|Will|Decisioni spontanee "I'll answer the phone"
Come avviare una frase al futuro|Would you like to join us?|Ti uniresti a noi?
Come avviare una frase al futuro|You'll love this movie!|Adorerai questo film!
Come avviare una frase nel Presente|I believe I am going to quit my job next week|Credo che lascerò il mio lavoro la prossima settimana
Come avviare una frase nel Presente|I believe I am going to win the lottery|Credo che vincerò la lotteria
Come avviare una frase nel Presente|I believe…|Credo…
Come avviare una frase nel Presente|I enjoy eating bananas|Mi piace mangiare le banane
Come avviare una frase nel Presente|I enjoy…|Mi piace/Apprezzo…
Come avviare una frase nel Presente|I feel better|Mi sento meglio
Come avviare una frase nel Presente|I feel like eating a burger|Ho voglia di un hamburger
Come avviare una frase nel Presente|I feel sick|Mi sento malato
Come avviare una frase nel Presente|I feel…|Mi sento…
Come avviare una frase nel Presente|I get it…|Ho capito… - colloquiale
Come avviare una frase nel Presente|I get this math problem now|Ora ho capito questo problema di matematica
Come avviare una frase nel Presente|I get what you mean|Capisco cosa intendi
Come avviare una frase nel Presente|I guess you're right|Direi che hai ragione
Come avviare una frase nel Presente|I have a feeling I'm going to win the lottery|Ho la sensazione che vincerò alla lotteria
Come avviare una frase nel Presente|I have six dogs at home|Ho sei cani a casa
Come avviare una frase nel Presente|I have three sisters|Ho tre sorelle
Come avviare una frase nel Presente|I have… |Ho…
Come avviare una frase nel Presente|I know her pretty well|La conosco abbastanza bene
Come avviare una frase nel Presente|I know her|La conosco
Come avviare una frase nel Presente|I know his uncle|Conosco suo zio
Come avviare una frase nel Presente|I know how to do it|So come farlo
Come avviare una frase nel Presente|I know how to handle it|So come gestirlo
Come avviare una frase nel Presente|I know what you mean|So cosa intendi
Come avviare una frase nel Presente|I know… someone|Conosco… qualcuno
Come avviare una frase nel Presente|I know… something|So… qualcosa
Come avviare una frase nel Presente|I like this|Mi piace questo
Come avviare una frase nel Presente|I like to eat bananas|Mi piace mangiare le banane
Come avviare una frase nel Presente|I like…|Mi piace…
Come avviare una frase nel Presente|I must have…|Devo avere… - esprime maggiore urgenza
Come avviare una frase nel Presente|I need to buy food|Ho bisogno di comprare del cibo
Come avviare una frase nel Presente|I need to grab some food|Devo prendere qualcosa da mangiare
Come avviare una frase nel Presente|I need to pay my cable bill|Ho bisogno di pagare la mia bolletta della tv via cavo
Come avviare una frase nel Presente|I need…|Ho bisogno di…
Come avviare una frase nel Presente|I prefer chicken to beef|Preferisco il pollo al manzo
Come avviare una frase nel Presente|I prefer to do it myself|Preferisco farlo da solo
Come avviare una frase nel Presente|I prefer…|Preferisco…
Come avviare una frase nel Presente|I require…|Mi serve… - più formale
Come avviare una frase nel Presente|I see what he's saying|Capisco cosa sta dicendo
Come avviare una frase nel Presente|I think you are confused|Penso che tu sia confuso
Come avviare una frase nel Presente|I think you are right|Penso che tu abbia ragione
Come avviare una frase nel Presente|I think you might be mistaken|Penso che tu possa sbagliarti
Come avviare una frase nel Presente|I think…|Penso…
Come avviare una frase nel Presente|I understand this math problem now|Ora capisco questo problema di matematica
Come avviare una frase nel Presente|I understand what he is saying|Capisco ciò che lui sta dicendo
Come avviare una frase nel Presente|I understand…|Capisco…
Come avviare una frase nel Presente|I want to eat a hamburger|Voglio mangiare un hamburger
Come avviare una frase nel Presente|I want to go swimming this afternoon|Voglio andare a nuotare oggi pomeriggio
Come avviare una frase nel Presente|I want…|Voglio…
Come avviare una frase nel Presente|I wish to…|Desidero… - più formale
Come avviare una frase nel Presente|I would like…|Vorrei… - più educato
Come avviare una frase nel Presente|I'd rather have chicken than beef|Preferisco il pollo al manzo
Come avviare una frase nel Presente|I'm convinced that…|Sono convinto che…
Come avviare una frase nel Presente|I'm familiar with…|Ho familiarità con…
Come avviare una frase nel Presente|I'm feeling much better|Mi sento molto meglio
Come avviare una frase nel Presente|I'm feeling…|Mi sto sentendo…
Come avviare una frase nel Presente|I'm friends with…|Sono amico di…
Come avviare una frase nel Presente|I'm more inclined to…|Sono più propenso a… - formale
Come avviare una frase nel Presente|I'm not feeling great today|Oggi non mi sento al massimo
Come avviare una frase nel Presente|I've got…|Ho… - più colloquiale
Come avviare una frase nel passato|I assumed you got lost|Pensavo che ti fossi perso
Come avviare una frase nel passato|I ate a delicious sandwich at the deli|Ho mangiato un panino delizioso al bar
Come avviare una frase nel passato|I ate a salad for lunch|Ho mangiato un'insalata per pranzo
Come avviare una frase nel passato|I ate…|Ho mangiato…
Come avviare una frase nel passato|I checked out a movie last night|Sono andato a vedere un film ieri sera
Come avviare una frase nel passato|I didn't think you were coming|Pensavo che non saresti venuto
Come avviare una frase nel passato|I drank beer last night at the bar|Ho bevuto birra ieri sera al bar
Come avviare una frase nel passato|I drank five glasses of water yesterday|Ho bevuto cinque bicchieri d'acqua ieri
Come avviare una frase nel passato|I drank…|Ho bevuto…
Come avviare una frase nel passato|I grabbed a delicious sandwich at the deli|Ho preso un panino delizioso al bar
Come avviare una frase nel passato|I had a few beers at the bar last night|Ieri sera ho bevuto qualche birra al bar
Come avviare una frase nel passato|I had a salad for lunch|A pranzo ho mangiato un'insalata
Come avviare una frase nel passato|I meant to ask you something|Volevo chiederti una cosa
Come avviare una frase nel passato|I played soccer when I was little|Giocavo a calcio quando ero piccolo
Come avviare una frase nel passato|I played videogames all weekend long|Ho giocato ai videogiochi per tutto il finesettimana
Come avviare una frase nel passato|I played…|Ho giocato/giocavo…
Come avviare una frase nel passato|I saw her at the salon|L'ho vista dal parrucchiere
Come avviare una frase nel passato|I saw my friend at the grocery store|Ho visto il mio amico al negozio di alimentari
Come avviare una frase nel passato|I saw…|Ho visto…
Come avviare una frase nel passato|I showed up late|Sono arrivato in ritardo
Come avviare una frase nel passato|I spent the whole weekend gaming|Ho passato tutto il weekend a giocare ai videogiochi
Come avviare una frase nel passato|I spotted her at the salon|L'ho vista dal parrucchiere
Come avviare una frase nel passato|I thought you got lost|Pensavo che ti fossi perso
Come avviare una frase nel passato|I thought you were sick|Pensavo che fossi malato
Come avviare una frase nel passato|I thought you weren't coming|Pensavo che non saresti venuto
Come avviare una frase nel passato|I thought…|Pensavo…
Come avviare una frase nel passato|I took a trip to the zoo|Sono stato allo zoo
Come avviare una frase nel passato|I wanted to ask you a question|Volevo farti una domanda
Come avviare una frase nel passato|I wanted to eat chocolate chip cookies but I didn't|Volevo mangiare dei biscotti alle gocce di cioccolato ma non l'ho fatto
Come avviare una frase nel passato|I wanted…|Volevo…
Come avviare una frase nel passato|I was craving chocolate chip cookies but didn't eat any|Avevo voglia di biscotti con gocce di cioccolato, ma non li ho mangiati
Come avviare una frase nel passato|I was five years old when I lived in Spain|Avevo cinque anni quando ho vissuto in Spagna
Come avviare una frase nel passato|I was late|Ero in ritardo
Come avviare una frase nel passato|I was sick yesterday|Ero malato ieri
Come avviare una frase nel passato|I was working there for ten years|Ho lavorato lì per dieci anni
Come avviare una frase nel passato|I wasn't feeling well yesterday|Non mi sentivo bene ieri
Come avviare una frase nel passato|I was|Avevo/Ho…
Come avviare una frase nel passato|I was…|Ero…
Come avviare una frase nel passato|I went to the movie theater|Sono andato al cinema
Come avviare una frase nel passato|I went to the zoo|Sono andato allo zoo
Come avviare una frase nel passato|I went…|Sono andato…
Come stai facendo?|What are you doing?|Cosa stai facendo?
Come stai facendo?|What are you up to?|Cosa stai combinando? Informale
Come stai facendo?|What's going on?|Che succede? Più generico e informale
Come sto|I can barely keep my eyes open|Riesco a malapena a tenere gli occhi aperti
Come sto|I could eat a horse|Espressione idiomatica: ho talmente fame che potrei mangiare un cavallo
Come sto|I need something to drink|Ho bisogno di qualcosa da bere
Come sto|I'm at peace|Sono in pace
Come sto|I'm blue|Sono giù
Come sto|I'm boiling!|Sto morendo di caldo!
Come sto|I'm bored|Sono annoiato
Come sto|I'm burning up|Sto bruciando dal caldo
Come sto|I'm buzzed|Sono brillo
Come sto|I'm climbing the walls|Espressione idiomatica: non ne posso più
Come sto|I'm cold|Ho freddo
Come sto|I'm content|Sono contento
Come sto|I'm delighted!|Sono felicissimo!
Come sto|I'm devastated|Sono devastato - per tristezza intensa
Come sto|I'm drained|Sono spossato
Come sto|I'm drowsy / I'm dozing off|Sto per addormentarmi
Come sto|I'm drunk|Sono ubriaco
Come sto|I'm exhausted!|Sono distrutto!
Come sto|I'm famished|Sono affamato, formale
Come sto|I'm feeling down / I'm upset|Sono triste, più colloquiali
Come sto|I'm freezing!|Sto gelando!
Come sto|I'm furious!|Sono furioso!
Come sto|I'm happy / I'm satisfied / I'm pleased|Sono contento, più naturali
Come sto|I'm happy|Sono felice
Come sto|I'm heartbroken|Ho il cuore spezzato
Come sto|I'm hot|Ho caldo
Come sto|I'm hungry|Ho fame
Come sto|I'm ill / I'm feeling unwell|Sono malato, più formale
Come sto|I'm in a good place|Sono in un buon posto
Come sto|I'm livid|Sono furibondo
Come sto|I'm mad/angry|Sono arrabbiato, "Mad" è più usato in inglese americano, mentre "angry" è più universale
Come sto|I'm on cloud nine|Espressione idiomatica: sono felicissimo
Come sto|I'm over the moon|Sono al settimo cielo
Come sto|I'm parched!|Ho una sete tremenda!
Come sto|I'm pissed off!|Sono incavolato! - molto informale
Come sto|I'm sad|Sono triste
Come sto|I'm seeing red|Espressione idiomatica: sono accecato dalla rabbia, vedo rosso
Come sto|I'm shivering|Sto tremando dal freddo
Come sto|I'm sick|Sono malato
Come sto|I'm sleepy|Ho sonno
Come sto|I'm so bored!|Sono così annoiato!
Come sto|I'm starving!|Ho una fame da lupi!
Come sto|I'm thirsty|Ho sete
Come sto|I'm thrilled|Sono entusiasta
Come sto|I'm ticked off|Sono irritato - americano informale
Come sto|I'm tired|Sono stanco
Come sto|I'm under the weather|Espressione idiomatica: mi sento così così
Come sto|I'm wasted / I'm tipsy|Più colloquiali: "wasted" = molto ubriaco, "tipsy" = leggermente brillo
Come sto|I'm worn out|Sono consumato/logorato
Come sto|I've caught something|Ho preso qualcosa
Come sto|I've had one too many|Ho bevuto un po' troppo
Come sto|It's sweltering in here|Fa un caldo soffocante qui dentro
Come sto|My stomach is growling|Ho lo stomaco che brontola
Come sto|My throat is dry|La mia gola è secca
Come sto|This is so dull|Questo è così noioso
Complimentarsi|Good job|Bel lavoro
Complimentarsi|Great work!|Ottimo lavoro!
Complimentarsi|How fantastic!|Che fantastico!
Complimentarsi|How marvelous|È meraviglioso
Complimentarsi|I always believed in you!|Ho sempre creduto in te!
Complimentarsi|I had no doubt!|Non avevo dubbi!
Complimentarsi|I knew you could do it|Sapevo che potevi farcela
Complimentarsi|I'm speechless!|Sono senza parole!
Complimentarsi|Incredible|Incredibile
Complimentarsi|Mind-blowing!|Sconvolgente! Colloquiale
Complimentarsi|Nice work!|Ottimo lavoro!
Complimentarsi|No way! That's amazing!|Non ci credo! È fantastico!
Complimentarsi|That's impressive work!|È un lavoro impressionante!
Complimentarsi|That's wonderful!|Che meraviglia!
Complimentarsi|This is simply delightful!|Questo è semplicemente delizioso!
Complimentarsi|Unbelievable!|Incredibile!
Complimentarsi|Very good job|Ottimo lavoro
Complimentarsi|Way to go!|Bravo! / Ottimo lavoro!
Complimentarsi|You crushed it!|L'hai spaccato! Molto colloquiale
Complimentarsi|You nailed it!|L'hai fatta alla grande!
Complimentarsi|Your hard work paid off!|Il tuo duro lavoro ha dato i suoi frutti!
Cosa farai|I have to clean the house|Devo pulire la casa
Cosa farai|I have to go to work|Devo andare a lavorare
Cosa farai|I have to study|Devo studiare
Cosa farai|I have to take the dog for a walk|I have to take the dog for a walk
Cosa farai|I have to work out|Devo allenarmi
Cosa farai|I'm going to do my work|Andrò a lavorare
Cosa farai|I'm going to eat|Mangerò
Cosa farai|I'm going to go shopping|Andrò a fare shopping
Cosa farai|I'm going to sleep|Andrò a dormire
Cosa farai|What are you going to do?|Cosa farai?
Cosa sto facendo|I'm binge-watching a series|Sto facendo una maratona di una serie tv, molto colloquiale
Cosa sto facendo|I'm busy with work|Sono occupato/a con il lavoro
Cosa sto facendo|I'm chilling with my playlist|Mi sto rilassando con la mia playlist, molto informale
Cosa sto facendo|I'm cleaning|Sto pulendo
Cosa sto facendo|I'm cooking dinner|Sto preparando cena
Cosa sto facendo|I'm doing some grocery shopping|Sto facendo la spesa alimentare
Cosa sto facendo|I'm doing some housework|Sto facendo qualche lavoro domestico
Cosa sto facendo|I'm enjoying some tunes|Mi sto godendo un po' di musica, informale
Cosa sto facendo|I'm getting dinner ready|Sto preparando la cena
Cosa sto facendo|I'm glued to the TV|Sono incollato/a alla TV, idiomatico
Cosa sto facendo|I'm in the middle of a project|Sono nel mezzo di un progetto
Cosa sto facendo|I'm listening to music|Sto ascoltando la musica
Cosa sto facendo|I'm making breakfast|Sto preparando la colazione
Cosa sto facendo|I'm running errands|Sto facendo commissioni - più generale
Cosa sto facendo|I'm shopping|Sto facendo la spesa
Cosa sto facendo|I'm taking care of my kids|Mi sto occupando dei miei bambini
Cosa sto facendo|I'm tidying up|Sto riordinando
Cosa sto facendo|I'm watching TV|Sto guardando la TV
Cosa sto facendo|I'm watching the kids|Sto badando ai bambini, informale
Cosa sto facendo|I'm whipping up dinner|Sto improvvisando la cena, colloquiale
Cosa sto facendo|I'm working|Sto lavorando
Cosa sto facendo|I've got some music on|Ho messo un po' di musica, colloquiale
Dal meccanico|Can I get a ride home?|Mi può dare un passaggio a casa?
Dal meccanico|Can you check the brakes?|Può controllare i freni?
Dal meccanico|Can you give me an estimate?|Può darmi un preventivo?
Dal meccanico|Can you rotate the tires?|Può ruotare le gomme?
Dal meccanico|Do you offer a courtesy car?|Avete un'auto di cortesia?
Dal meccanico|Full service|servizio completo è raro: di solito si fa da soli (self service)
Dal meccanico|How much will it cost?|Quanto costerà?
Dal meccanico|I need an oil change|Devo cambiare l'olio
Dal meccanico|I think the battery is dead|Credo che la batteria sia scarica
Dal meccanico|Is there a warranty?|C'è una garanzia?
Dal meccanico|Jumper cables|Cavi per batteria
Dal meccanico|My car is making a strange noise|La mia auto fa un rumore strano
Dal meccanico|Spare tire|Gomma di scorta
Dal meccanico|That's too expensive!|È troppo costoso!
Dal meccanico|The "check engine" light is on|La spia del motore è accesa
Dal meccanico|The air conditioning isn't working|L'aria condizionata non funziona
Dal meccanico|The brakes are squeaking|I freni cigolano
Dal meccanico|The engine won't start|Il motore non parte
Dal meccanico|The steering feels loose|Lo sterzo è poco preciso
Dal meccanico|The tires need air|Le gomme hanno bisogno di aria
Dal meccanico|There's a burning smell|C'è odore di bruciato
Dal meccanico|There's a leak under the car|C'è una perdita sotto la macchina
Dal meccanico|When will it be ready?|Quando sarà pronta?
Data e ora|April|Aprile
Data e ora|August|Agosto
Data e ora|December 25th, 2023|25 dicembre 2023 (venticinque dicembre duemilaventitre)
Data e ora|December|Dicembre
Data e ora|February|Febbraio
Data e ora|Friday|Venerdì
Data e ora|I'm free on Thursday|Sono libero giovedì
Data e ora|It's half past two|Sono le due e mezza
Data e ora|It's quarter past four|Sono le quattro e un quarto
Data e ora|It's quarter to five|Sono le cinque meno un quarto
Data e ora|It's ten past six|Sono le sei e dieci
Data e ora|It's three o'clock|Sono le tre
Data e ora|It's twenty to eight|Sono le otto meno venti
Data e ora|January|Gennaio
Data e ora|July|Luglio
Data e ora|June|Giugno
Data e ora|Let's meet at 3 PM|Vediamoci alle 15 / alle tre del pomeriggio
Data e ora|Let's schedule the appointment|Calendarizziamo l'appuntamento
Data e ora|March 15th, 2024|15 marzo 2024 (quindici marzo duemilaventiquattro)
Data e ora|March|Marzo
Data e ora|May|Maggio
Data e ora|Monday|Lunedì
Data e ora|November|Novembre
Data e ora|October|Ottobre
Data e ora|Saturday|Sabato
Data e ora|September|Settembre
Data e ora|Sunday|Domenica
Data e ora|The year 1995|L'anno millenovecentonovantacinque
Data e ora|The year 2024|L'anno duemilaventiquattro
Data e ora|Thursday|Giovedì
Data e ora|Tuesday|Martedì
Data e ora|Wednesday|Mercoledì
Data e ora|What time is it?|Che ore sono?
Data e ora|What time shall we meet?|A che ora ci vediamo?
Data e ora|When are you available?|Quando sei disponibile?
Dogana|Do I need to pay duty on this?|Devo pagare dazio su questo?
Dogana|How long will this take?|Quanto tempo richiederà?
Dogana|How much am I allowed to bring in?|Quanto posso portare con me?
Dogana|How much cash am I allowed to carry?|Quanto contante posso portare?
Dogana|I have nothing to declare|Non ho nulla da dichiarare
Dogana|I need to declare these items|Devo dichiarare questi articoli
Dogana|I purchased this abroad|L'ho comprato all'estero
Dogana|I'm here on vacation|Sono qui in vacanza
Dogana|These are for personal use|Questi sono per uso personale
Dogana|These are gifts|Questi sono regali
Dogana|This is prescription medication|Questo è medicinale soggetto a prescrizione
Dogana|What documents do you need?|Di quali documenti avete bisogno?
Dogana|Where is customs control?|Dov'è il controllo doganale?
Domande e risposte comuni|Could you tell me where to find …?|Potresti dirmi dove trovare …?
Domande e risposte comuni|Do you know the location of …?|Sai dov'è …? Più formale
Domande e risposte comuni|How old are you?|Quanti anni hai?
